date_takeoff,is_domestic,n
2020-03-19,FALSE,305
2020-03-19,TRUE,1523
2020-03-20,FALSE,295
2020-03-20,TRUE,1466
2020-03-21,FALSE,245
2020-03-21,TRUE,1234
2020-03-22,FALSE,212
2020-03-22,TRUE,873
2020-03-23,FALSE,148
2020-03-23,TRUE,830
2020-03-24,FALSE,120
2020-03-24,TRUE,561
2020-03-25,FALSE,109
2020-03-25,TRUE,412
2020-03-26,FALSE,105
2020-03-26,TRUE,401
2020-03-27,FALSE,97
2020-03-27,TRUE,429
2020-03-28,FALSE,84
2020-03-28,TRUE,227
2020-03-29,FALSE,67
2020-03-29,TRUE,186
2020-03-30,FALSE,76
2020-03-30,TRUE,260
2020-03-31,FALSE,72
2020-03-31,TRUE,293
2020-04-01,FALSE,67
2020-04-01,TRUE,273
2020-04-02,FALSE,64
2020-04-02,TRUE,262
2020-04-03,FALSE,60
2020-04-03,TRUE,274
2020-04-04,FALSE,48
2020-04-04,TRUE,155
2020-04-05,FALSE,48
2020-04-05,TRUE,178
2020-04-06,FALSE,52
2020-04-06,TRUE,267
2020-04-07,FALSE,55
2020-04-07,TRUE,252
2020-04-08,FALSE,62
2020-04-08,TRUE,282
2020-04-09,FALSE,75
2020-04-09,TRUE,298
2020-04-10,FALSE,42
2020-04-10,TRUE,217
2020-04-11,FALSE,53
2020-04-11,TRUE,134
2020-04-12,FALSE,40
2020-04-12,TRUE,139
2020-04-13,FALSE,54
2020-04-13,TRUE,253
2020-04-14,FALSE,51
2020-04-14,TRUE,248
2020-04-15,FALSE,48
2020-04-15,TRUE,253
2020-04-16,FALSE,41
2020-04-16,TRUE,152
2020-04-17,FALSE,30
2020-04-17,TRUE,155
2020-04-18,FALSE,32
2020-04-18,TRUE,99
2020-04-19,FALSE,44
2020-04-19,TRUE,89
2020-04-20,FALSE,52
2020-04-20,TRUE,192
2020-04-21,FALSE,54
2020-04-21,TRUE,206
2020-04-22,FALSE,61
2020-04-22,TRUE,265
2020-04-23,FALSE,69
2020-04-23,TRUE,264
2020-04-24,FALSE,60
2020-04-24,TRUE,281
2020-04-25,FALSE,50
2020-04-25,TRUE,149
2020-04-26,FALSE,54
2020-04-26,TRUE,158
2020-04-27,FALSE,71
2020-04-27,TRUE,246
2020-04-28,FALSE,58
2020-04-28,TRUE,272
2020-04-29,FALSE,66
2020-04-29,TRUE,302
2020-04-30,FALSE,68
2020-04-30,TRUE,322
2020-05-01,FALSE,55
2020-05-01,TRUE,234
2020-05-02,FALSE,48
2020-05-02,TRUE,149
2020-05-03,FALSE,49
2020-05-03,TRUE,183
2020-05-04,FALSE,67
2020-05-04,TRUE,312
2020-05-05,FALSE,69
2020-05-05,TRUE,319
2020-05-06,FALSE,68
2020-05-06,TRUE,361
2020-05-07,FALSE,64
2020-05-07,TRUE,311
2020-05-08,FALSE,74
2020-05-08,TRUE,331
2020-05-09,FALSE,62
2020-05-09,TRUE,224
2020-05-10,FALSE,50
2020-05-10,TRUE,150
2020-05-11,FALSE,68
2020-05-11,TRUE,350
2020-05-12,FALSE,72
2020-05-12,TRUE,359
2020-05-13,FALSE,81
2020-05-13,TRUE,352
2020-05-14,FALSE,68
2020-05-14,TRUE,360
2020-05-15,FALSE,58
2020-05-15,TRUE,358
2020-05-16,FALSE,61
2020-05-16,TRUE,224
2020-05-17,FALSE,58
2020-05-17,TRUE,164
2020-05-18,FALSE,71
2020-05-18,TRUE,292
2020-05-19,FALSE,76
2020-05-19,TRUE,314
2020-05-20,FALSE,80
2020-05-20,TRUE,379
2020-05-21,FALSE,83
2020-05-21,TRUE,347
2020-05-22,FALSE,77
2020-05-22,TRUE,376
2020-05-23,FALSE,61
2020-05-23,TRUE,236
2020-05-24,FALSE,59
2020-05-24,TRUE,191
2020-05-25,FALSE,65
2020-05-25,TRUE,340
2020-05-26,FALSE,66
2020-05-26,TRUE,370
2020-05-27,FALSE,86
2020-05-27,TRUE,362
2020-05-28,FALSE,85
2020-05-28,TRUE,397
2020-05-29,FALSE,70
2020-05-29,TRUE,434
2020-05-30,FALSE,69
2020-05-30,TRUE,258
2020-05-31,FALSE,59
2020-05-31,TRUE,206
2020-06-01,FALSE,71
2020-06-01,TRUE,381
2020-06-02,FALSE,75
2020-06-02,TRUE,368
2020-06-03,FALSE,90
2020-06-03,TRUE,372
2020-06-04,FALSE,91
2020-06-04,TRUE,414
2020-06-05,FALSE,80
2020-06-05,TRUE,462
2020-06-06,FALSE,56
2020-06-06,TRUE,266
2020-06-07,FALSE,69
2020-06-07,TRUE,225
2020-06-08,FALSE,97
2020-06-08,TRUE,416
2020-06-09,FALSE,72
2020-06-09,TRUE,414
2020-06-10,FALSE,96
2020-06-10,TRUE,476
2020-06-11,FALSE,102
2020-06-11,TRUE,438
2020-06-12,FALSE,77
2020-06-12,TRUE,332
2020-06-13,FALSE,72
2020-06-13,TRUE,208
2020-06-14,FALSE,72
2020-06-14,TRUE,293
2020-06-15,FALSE,87
2020-06-15,TRUE,595
2020-06-16,FALSE,80
2020-06-16,TRUE,511
2020-06-17,FALSE,95
2020-06-17,TRUE,555
2020-06-18,FALSE,105
2020-06-18,TRUE,591
2020-06-19,FALSE,109
2020-06-19,TRUE,628
2020-06-20,FALSE,70
2020-06-20,TRUE,309
2020-06-21,FALSE,71
2020-06-21,TRUE,351
2020-06-22,FALSE,95
2020-06-22,TRUE,550
2020-06-23,FALSE,77
2020-06-23,TRUE,502
2020-06-24,FALSE,90
2020-06-24,TRUE,564
2020-06-25,FALSE,101
2020-06-25,TRUE,540
2020-06-26,FALSE,83
2020-06-26,TRUE,593
2020-06-27,FALSE,74
2020-06-27,TRUE,296
2020-06-28,FALSE,88
2020-06-28,TRUE,352
2020-06-29,FALSE,79
2020-06-29,TRUE,595
2020-06-30,FALSE,91
2020-06-30,TRUE,526
2020-07-01,FALSE,102
2020-07-01,TRUE,673
2020-07-02,FALSE,123
2020-07-02,TRUE,640
2020-07-03,FALSE,96
2020-07-03,TRUE,767
2020-07-04,FALSE,72
2020-07-04,TRUE,362
2020-07-05,FALSE,81
2020-07-05,TRUE,417
2020-07-06,FALSE,80
2020-07-06,TRUE,646
2020-07-07,FALSE,94
2020-07-07,TRUE,562
2020-07-08,FALSE,88
2020-07-08,TRUE,645
2020-07-09,FALSE,108
2020-07-09,TRUE,661
2020-07-10,FALSE,99
2020-07-10,TRUE,747
2020-07-11,FALSE,68
2020-07-11,TRUE,399
2020-07-12,FALSE,71
2020-07-12,TRUE,448
2020-07-13,FALSE,77
2020-07-13,TRUE,706
2020-07-14,FALSE,86
2020-07-14,TRUE,569
2020-07-15,FALSE,101
2020-07-15,TRUE,620
2020-07-16,FALSE,96
2020-07-16,TRUE,688
2020-07-17,FALSE,104
2020-07-17,TRUE,770
2020-07-18,FALSE,73
2020-07-18,TRUE,424
2020-07-19,FALSE,77
2020-07-19,TRUE,427
2020-07-20,FALSE,90
2020-07-20,TRUE,735
2020-07-21,FALSE,93
2020-07-21,TRUE,690
2020-07-22,FALSE,94
2020-07-22,TRUE,675
2020-07-23,FALSE,111
2020-07-23,TRUE,757
2020-07-24,FALSE,97
2020-07-24,TRUE,795
2020-07-25,FALSE,95
2020-07-25,TRUE,424
2020-07-26,FALSE,83
2020-07-26,TRUE,472
2020-07-27,FALSE,104
2020-07-27,TRUE,743
2020-07-28,FALSE,93
2020-07-28,TRUE,654
2020-07-29,FALSE,108
2020-07-29,TRUE,677
2020-07-30,FALSE,101
2020-07-30,TRUE,696
2020-07-31,FALSE,109
2020-07-31,TRUE,861
2020-08-01,FALSE,77
2020-08-01,TRUE,471
2020-08-02,FALSE,93
2020-08-02,TRUE,513
2020-08-03,FALSE,132
2020-08-03,TRUE,828
2020-08-04,FALSE,122
2020-08-04,TRUE,745
2020-08-05,FALSE,116
2020-08-05,TRUE,783
2020-08-06,FALSE,120
2020-08-06,TRUE,832
2020-08-07,FALSE,113
2020-08-07,TRUE,939
2020-08-08,FALSE,87
2020-08-08,TRUE,442
2020-08-09,FALSE,74
2020-08-09,TRUE,533
2020-08-10,FALSE,116
2020-08-10,TRUE,866
2020-08-11,FALSE,113
2020-08-11,TRUE,771
2020-08-12,FALSE,113
2020-08-12,TRUE,780
2020-08-13,FALSE,127
2020-08-13,TRUE,838
2020-08-14,FALSE,121
2020-08-14,TRUE,951
2020-08-15,FALSE,97
2020-08-15,TRUE,542
2020-08-16,FALSE,96
2020-08-16,TRUE,605
2020-08-17,FALSE,91
2020-08-17,TRUE,897
2020-08-18,FALSE,100
2020-08-18,TRUE,836
2020-08-19,FALSE,120
2020-08-19,TRUE,881
2020-08-20,FALSE,114
2020-08-20,TRUE,862
2020-08-21,FALSE,109
2020-08-21,TRUE,927
2020-08-22,FALSE,91
2020-08-22,TRUE,571
2020-08-23,FALSE,95
2020-08-23,TRUE,615
2020-08-24,FALSE,116
2020-08-24,TRUE,913
2020-08-25,FALSE,118
2020-08-25,TRUE,890
2020-08-26,FALSE,130
2020-08-26,TRUE,888
2020-08-27,FALSE,143
2020-08-27,TRUE,909
2020-08-28,FALSE,133
2020-08-28,TRUE,1040
2020-08-29,FALSE,107
2020-08-29,TRUE,623
2020-08-30,FALSE,84
2020-08-30,TRUE,562
2020-08-31,FALSE,115
2020-08-31,TRUE,921
2020-09-01,FALSE,114
2020-09-01,TRUE,904
2020-09-02,FALSE,141
2020-09-02,TRUE,980
2020-09-03,FALSE,142
2020-09-03,TRUE,1085
2020-09-04,FALSE,150
2020-09-04,TRUE,1283
2020-09-05,FALSE,108
2020-09-05,TRUE,804
2020-09-06,FALSE,76
2020-09-06,TRUE,512
2020-09-07,FALSE,120
2020-09-07,TRUE,1024
2020-09-08,FALSE,119
2020-09-08,TRUE,1117
2020-09-09,FALSE,128
2020-09-09,TRUE,1042
2020-09-10,FALSE,145
2020-09-10,TRUE,1074
2020-09-11,FALSE,128
2020-09-11,TRUE,1065
2020-09-12,FALSE,106
2020-09-12,TRUE,710
2020-09-13,FALSE,91
2020-09-13,TRUE,690
2020-09-14,FALSE,141
2020-09-14,TRUE,1045
2020-09-15,FALSE,145
2020-09-15,TRUE,1070
2020-09-16,FALSE,131
2020-09-16,TRUE,1114
2020-09-17,FALSE,138
2020-09-17,TRUE,1123
2020-09-18,FALSE,127
2020-09-18,TRUE,1120
2020-09-19,FALSE,111
2020-09-19,TRUE,703
2020-09-20,FALSE,105
2020-09-20,TRUE,719
2020-09-21,FALSE,111
2020-09-21,TRUE,1046
2020-09-22,FALSE,108
2020-09-22,TRUE,1003
2020-09-23,FALSE,138
2020-09-23,TRUE,1066
2020-09-24,FALSE,150
2020-09-24,TRUE,1101
2020-09-25,FALSE,135
2020-09-25,TRUE,1135
2020-09-26,FALSE,110
2020-09-26,TRUE,711
2020-09-27,FALSE,102
2020-09-27,TRUE,665
2020-09-28,FALSE,67
2020-09-28,TRUE,667
2020-09-29,FALSE,105
2020-09-29,TRUE,907
2020-09-30,FALSE,143
2020-09-30,TRUE,1113
2020-10-01,FALSE,155
2020-10-01,TRUE,1198
2020-10-02,FALSE,170
2020-10-02,TRUE,1281
2020-10-03,FALSE,123
2020-10-03,TRUE,890
2020-10-04,FALSE,100
2020-10-04,TRUE,781
2020-10-05,FALSE,143
2020-10-05,TRUE,1246
2020-10-06,FALSE,147
2020-10-06,TRUE,1195
2020-10-07,FALSE,164
2020-10-07,TRUE,1271
2020-10-08,FALSE,159
2020-10-08,TRUE,1359
2020-10-09,FALSE,163
2020-10-09,TRUE,1411
2020-10-10,FALSE,130
2020-10-10,TRUE,1024
2020-10-11,FALSE,110
2020-10-11,TRUE,625
2020-10-12,FALSE,131
2020-10-12,TRUE,1100
2020-10-13,FALSE,135
2020-10-13,TRUE,1385
2020-10-14,FALSE,158
2020-10-14,TRUE,1334
2020-10-15,FALSE,130
2020-10-15,TRUE,1321
2020-10-16,FALSE,156
2020-10-16,TRUE,1375
2020-10-17,FALSE,117
2020-10-17,TRUE,1057
2020-10-18,FALSE,107
2020-10-18,TRUE,877
2020-10-19,FALSE,163
2020-10-19,TRUE,1358
2020-10-20,FALSE,148
2020-10-20,TRUE,1252
2020-10-21,FALSE,169
2020-10-21,TRUE,1248
2020-10-22,FALSE,140
2020-10-22,TRUE,1326
2020-10-23,FALSE,149
2020-10-23,TRUE,1397
2020-10-24,FALSE,121
2020-10-24,TRUE,968
2020-10-25,FALSE,115
2020-10-25,TRUE,859
2020-10-26,FALSE,158
2020-10-26,TRUE,1283
2020-10-27,FALSE,137
2020-10-27,TRUE,1219
2020-10-28,FALSE,157
2020-10-28,TRUE,1244
2020-10-29,FALSE,165
2020-10-29,TRUE,1375
2020-10-30,FALSE,186
2020-10-30,TRUE,1335
2020-10-31,FALSE,158
2020-10-31,TRUE,1086
2020-11-01,FALSE,135
2020-11-01,TRUE,799
2020-11-02,FALSE,171
2020-11-02,TRUE,1227
2020-11-03,FALSE,167
2020-11-03,TRUE,1540
2020-11-04,FALSE,158
2020-11-04,TRUE,1482
2020-11-05,FALSE,157
2020-11-05,TRUE,1394
2020-11-06,FALSE,185
2020-11-06,TRUE,1550
2020-11-07,FALSE,137
2020-11-07,TRUE,1147
2020-11-08,FALSE,157
2020-11-08,TRUE,1035
2020-11-09,FALSE,163
2020-11-09,TRUE,1479
2020-11-10,FALSE,159
2020-11-10,TRUE,1374
2020-11-11,FALSE,169
2020-11-11,TRUE,1411
2020-11-12,FALSE,177
2020-11-12,TRUE,1453
2020-11-13,FALSE,170
2020-11-13,TRUE,1557
2020-11-14,FALSE,168
2020-11-14,TRUE,1166
2020-11-15,FALSE,130
2020-11-15,TRUE,1027
2020-11-16,FALSE,169
2020-11-16,TRUE,1483
2020-11-17,FALSE,156
2020-11-17,TRUE,1449
2020-11-18,FALSE,161
2020-11-18,TRUE,1433
2020-11-19,FALSE,194
2020-11-19,TRUE,1504
2020-11-20,FALSE,182
2020-11-20,TRUE,1545
2020-11-21,FALSE,151
2020-11-21,TRUE,1140
2020-11-22,FALSE,146
2020-11-22,TRUE,1030
2020-11-23,FALSE,165
2020-11-23,TRUE,1522
2020-11-24,FALSE,171
2020-11-24,TRUE,1456
2020-11-25,FALSE,191
2020-11-25,TRUE,1435
2020-11-26,FALSE,169
2020-11-26,TRUE,1552
2020-11-27,FALSE,168
2020-11-27,TRUE,1581
2020-11-28,FALSE,148
2020-11-28,TRUE,1195
2020-11-29,FALSE,137
2020-11-29,TRUE,1051
2020-11-30,FALSE,166
2020-11-30,TRUE,1451
2020-12-01,FALSE,167
2020-12-01,TRUE,1545
2020-12-02,FALSE,182
2020-12-02,TRUE,1527
2020-12-03,FALSE,199
2020-12-03,TRUE,1632
2020-12-04,FALSE,191
2020-12-04,TRUE,1642
2020-12-05,FALSE,157
2020-12-05,TRUE,1289
2020-12-06,FALSE,149
2020-12-06,TRUE,1055
2020-12-07,FALSE,198
2020-12-07,TRUE,1557
2020-12-08,FALSE,182
2020-12-08,TRUE,1529
2020-12-09,FALSE,173
2020-12-09,TRUE,1570
2020-12-10,FALSE,199
2020-12-10,TRUE,1634
2020-12-11,FALSE,205
2020-12-11,TRUE,1729
2020-12-12,FALSE,182
2020-12-12,TRUE,1340
2020-12-13,FALSE,149
2020-12-13,TRUE,1134
2020-12-14,FALSE,208
2020-12-14,TRUE,1634
2020-12-15,FALSE,183
2020-12-15,TRUE,1633
2020-12-16,FALSE,191
2020-12-16,TRUE,1648
2020-12-17,FALSE,231
2020-12-17,TRUE,1751
2020-12-18,FALSE,206
2020-12-18,TRUE,1866
2020-12-19,FALSE,192
2020-12-19,TRUE,1705
2020-12-20,FALSE,191
2020-12-20,TRUE,1419
2020-12-21,FALSE,199
2020-12-21,TRUE,1777
2020-12-22,FALSE,211
2020-12-22,TRUE,1846
2020-12-23,FALSE,209
2020-12-23,TRUE,1856
2020-12-24,FALSE,179
2020-12-24,TRUE,1543
2020-12-25,FALSE,123
2020-12-25,TRUE,1065
2020-12-26,FALSE,197
2020-12-26,TRUE,1672
2020-12-27,FALSE,163
2020-12-27,TRUE,1472
2020-12-28,FALSE,165
2020-12-28,TRUE,1704
2020-12-29,FALSE,171
2020-12-29,TRUE,1739
2020-12-30,FALSE,144
2020-12-30,TRUE,1745
2020-12-31,FALSE,151
2020-12-31,TRUE,1402
2021-01-01,FALSE,116
2021-01-01,TRUE,995
2021-01-02,FALSE,126
2021-01-02,TRUE,1614
2021-01-03,FALSE,186
2021-01-03,TRUE,1556
2021-01-04,FALSE,185
2021-01-04,TRUE,1860
2021-01-05,FALSE,180
2021-01-05,TRUE,1870
2021-01-06,FALSE,205
2021-01-06,TRUE,1813
2021-01-07,FALSE,186
2021-01-07,TRUE,1836
2021-01-08,FALSE,206
2021-01-08,TRUE,1866
2021-01-09,FALSE,173
2021-01-09,TRUE,1657
2021-01-10,FALSE,189
2021-01-10,TRUE,1478
2021-01-11,FALSE,173
2021-01-11,TRUE,1863
2021-01-12,FALSE,182
2021-01-12,TRUE,1739
2021-01-13,FALSE,182
2021-01-13,TRUE,1708
2021-01-14,FALSE,187
2021-01-14,TRUE,1712
2021-01-15,FALSE,214
2021-01-15,TRUE,1841
2021-01-16,FALSE,173
2021-01-16,TRUE,1633
2021-01-17,FALSE,189
2021-01-17,TRUE,1414
2021-01-18,FALSE,187
2021-01-18,TRUE,1781
2021-01-19,FALSE,175
2021-01-19,TRUE,1743
2021-01-20,FALSE,189
2021-01-20,TRUE,1690
2021-01-21,FALSE,198
2021-01-21,TRUE,1674
2021-01-22,FALSE,220
2021-01-22,TRUE,1777
2021-01-23,FALSE,170
2021-01-23,TRUE,1568
2021-01-24,FALSE,170
2021-01-24,TRUE,1338
2021-01-25,FALSE,190
2021-01-25,TRUE,1728
2021-01-26,FALSE,174
2021-01-26,TRUE,1685
2021-01-27,FALSE,218
2021-01-27,TRUE,1622
2021-01-28,FALSE,214
2021-01-28,TRUE,1590
2021-01-29,FALSE,205
2021-01-29,TRUE,1700
2021-01-30,FALSE,171
2021-01-30,TRUE,1449
2021-01-31,FALSE,177
2021-01-31,TRUE,1331
2021-02-01,FALSE,177
2021-02-01,TRUE,1498
2021-02-02,FALSE,146
2021-02-02,TRUE,1471
2021-02-03,FALSE,166
2021-02-03,TRUE,1543
2021-02-04,FALSE,166
2021-02-04,TRUE,1523
2021-02-05,FALSE,166
2021-02-05,TRUE,1588
2021-02-06,FALSE,147
2021-02-06,TRUE,1275
2021-02-07,FALSE,142
2021-02-07,TRUE,1179
2021-02-08,FALSE,155
2021-02-08,TRUE,1524
2021-02-09,FALSE,151
2021-02-09,TRUE,1459
2021-02-10,FALSE,164
2021-02-10,TRUE,1495
2021-02-11,FALSE,181
2021-02-11,TRUE,1526
2021-02-12,FALSE,183
2021-02-12,TRUE,1747
2021-02-13,FALSE,144
2021-02-13,TRUE,1350
2021-02-14,FALSE,144
2021-02-14,TRUE,908
2021-02-15,FALSE,133
2021-02-15,TRUE,963
2021-02-16,FALSE,130
2021-02-16,TRUE,1078
2021-02-17,FALSE,170
2021-02-17,TRUE,1486
2021-02-18,FALSE,166
2021-02-18,TRUE,1291
2021-02-19,FALSE,164
2021-02-19,TRUE,1362
2021-02-20,FALSE,140
2021-02-20,TRUE,1285
2021-02-21,FALSE,174
2021-02-21,TRUE,1202
2021-02-22,FALSE,170
2021-02-22,TRUE,1469
2021-02-23,FALSE,148
2021-02-23,TRUE,1418
2021-02-24,FALSE,156
2021-02-24,TRUE,1368
2021-02-25,FALSE,160
2021-02-25,TRUE,1381
2021-02-26,FALSE,156
2021-02-26,TRUE,1438
2021-02-27,FALSE,141
2021-02-27,TRUE,1237
2021-02-28,FALSE,152
2021-02-28,TRUE,1144
2021-03-01,FALSE,180
2021-03-01,TRUE,1442
2021-03-02,FALSE,152
2021-03-02,TRUE,1378
2021-03-03,FALSE,151
2021-03-03,TRUE,1370
2021-03-04,FALSE,163
2021-03-04,TRUE,1399
2021-03-05,FALSE,162
2021-03-05,TRUE,1424
2021-03-06,FALSE,136
2021-03-06,TRUE,1163
2021-03-07,FALSE,125
2021-03-07,TRUE,1030
2021-03-08,FALSE,163
2021-03-08,TRUE,1345
2021-03-09,FALSE,146
2021-03-09,TRUE,1259
2021-03-10,FALSE,140
2021-03-10,TRUE,1300
2021-03-11,FALSE,162
2021-03-11,TRUE,1326
2021-03-12,FALSE,187
2021-03-12,TRUE,1334
2021-03-13,FALSE,141
2021-03-13,TRUE,1066
2021-03-14,FALSE,148
2021-03-14,TRUE,909
2021-03-15,FALSE,178
2021-03-15,TRUE,1146
2021-03-16,FALSE,138
2021-03-16,TRUE,1029
2021-03-17,FALSE,158
2021-03-17,TRUE,1057
2021-03-18,FALSE,167
2021-03-18,TRUE,1037
2021-03-19,FALSE,164
2021-03-19,TRUE,1114
2021-03-20,FALSE,147
2021-03-20,TRUE,877
2021-03-21,FALSE,147
2021-03-21,TRUE,815
2021-03-22,FALSE,166
2021-03-22,TRUE,1076
2021-03-23,FALSE,141
2021-03-23,TRUE,888
2021-03-24,FALSE,151
2021-03-24,TRUE,952
2021-03-25,FALSE,179
2021-03-25,TRUE,999
2021-03-26,FALSE,161
2021-03-26,TRUE,1072
2021-03-27,FALSE,147
2021-03-27,TRUE,808
2021-03-28,FALSE,156
2021-03-28,TRUE,715
2021-03-29,FALSE,168
2021-03-29,TRUE,957
2021-03-30,FALSE,153
2021-03-30,TRUE,882
2021-03-31,FALSE,160
2021-03-31,TRUE,963
2021-04-01,FALSE,142
2021-04-01,TRUE,1066
2021-04-02,FALSE,131
2021-04-02,TRUE,753
2021-04-03,FALSE,136
2021-04-03,TRUE,544
2021-04-04,FALSE,160
2021-04-04,TRUE,794
2021-04-05,FALSE,157
2021-04-05,TRUE,1017
2021-04-06,FALSE,139
2021-04-06,TRUE,885
2021-04-07,FALSE,152
2021-04-07,TRUE,903
2021-04-08,FALSE,165
2021-04-08,TRUE,948
2021-04-09,FALSE,161
2021-04-09,TRUE,1038
2021-04-10,FALSE,138
2021-04-10,TRUE,744
2021-04-11,FALSE,147
2021-04-11,TRUE,764
2021-04-12,FALSE,152
2021-04-12,TRUE,961
2021-04-13,FALSE,137
2021-04-13,TRUE,865
2021-04-14,FALSE,155
2021-04-14,TRUE,929
2021-04-15,FALSE,151
2021-04-15,TRUE,964
2021-04-16,FALSE,160
2021-04-16,TRUE,1044
2021-04-17,FALSE,145
2021-04-17,TRUE,774
2021-04-18,FALSE,140
2021-04-18,TRUE,794
2021-04-19,FALSE,150
2021-04-19,TRUE,972
2021-04-20,FALSE,142
2021-04-20,TRUE,858
2021-04-21,FALSE,150
2021-04-21,TRUE,879
2021-04-22,FALSE,162
2021-04-22,TRUE,902
2021-04-23,FALSE,162
2021-04-23,TRUE,1001
2021-04-24,FALSE,148
2021-04-24,TRUE,742
2021-04-25,FALSE,179
2021-04-25,TRUE,815
2021-04-26,FALSE,172
2021-04-26,TRUE,1009
2021-04-27,FALSE,146
2021-04-27,TRUE,858
2021-04-28,FALSE,176
2021-04-28,TRUE,913
2021-04-29,FALSE,166
2021-04-29,TRUE,974
2021-04-30,FALSE,168
2021-04-30,TRUE,1028
2021-05-01,FALSE,164
2021-05-01,TRUE,851
2021-05-02,FALSE,170
2021-05-02,TRUE,901
2021-05-03,FALSE,162
2021-05-03,TRUE,1032
2021-05-04,FALSE,167
2021-05-04,TRUE,952
2021-05-05,FALSE,186
2021-05-05,TRUE,1021
2021-05-06,FALSE,178
2021-05-06,TRUE,1164
2021-05-07,FALSE,170
2021-05-07,TRUE,1206
2021-05-08,FALSE,148
2021-05-08,TRUE,888
2021-05-09,FALSE,159
2021-05-09,TRUE,869
2021-05-10,FALSE,156
2021-05-10,TRUE,1215
2021-05-11,FALSE,147
2021-05-11,TRUE,1130
2021-05-12,FALSE,161
2021-05-12,TRUE,1153
2021-05-13,FALSE,155
2021-05-13,TRUE,1210
2021-05-14,FALSE,151
2021-05-14,TRUE,1306
2021-05-15,FALSE,152
2021-05-15,TRUE,979
2021-05-16,FALSE,156
2021-05-16,TRUE,1018
2021-05-17,FALSE,157
2021-05-17,TRUE,1215
2021-05-18,FALSE,152
2021-05-18,TRUE,1171
2021-05-19,FALSE,172
2021-05-19,TRUE,1193
2021-05-20,FALSE,179
2021-05-20,TRUE,1257
2021-05-21,FALSE,175
2021-05-21,TRUE,1349
2021-05-22,FALSE,149
2021-05-22,TRUE,949
2021-05-23,FALSE,130
2021-05-23,TRUE,969
2021-05-24,FALSE,174
2021-05-24,TRUE,1231
2021-05-25,FALSE,155
2021-05-25,TRUE,1236
2021-05-26,FALSE,164
2021-05-26,TRUE,1282
2021-05-27,FALSE,157
2021-05-27,TRUE,1334
2021-05-28,FALSE,167
2021-05-28,TRUE,1387
2021-05-29,FALSE,154
2021-05-29,TRUE,1036
2021-05-30,FALSE,142
2021-05-30,TRUE,983
2021-05-31,FALSE,166
2021-05-31,TRUE,1306
2021-06-01,FALSE,135
2021-06-01,TRUE,1220
2021-06-02,FALSE,180
2021-06-02,TRUE,1465
2021-06-03,FALSE,148
2021-06-03,TRUE,1264
2021-06-04,FALSE,149
2021-06-04,TRUE,1016
2021-06-05,FALSE,139
2021-06-05,TRUE,867
2021-06-06,FALSE,171
2021-06-06,TRUE,1140
2021-06-07,FALSE,147
2021-06-07,TRUE,1453
2021-06-08,FALSE,129
2021-06-08,TRUE,1321
2021-06-09,FALSE,158
2021-06-09,TRUE,1382
2021-06-10,FALSE,160
2021-06-10,TRUE,1430
2021-06-11,FALSE,168
2021-06-11,TRUE,1522
2021-06-12,FALSE,155
2021-06-12,TRUE,1170
2021-06-13,FALSE,144
2021-06-13,TRUE,1101
2021-06-14,FALSE,164
2021-06-14,TRUE,1450
